mid,title,release_date,summary,runtime,rating,num_votes
tt0064116,C'era una volta il West,1968-12-21,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,165,8.5,289287
tt0077416,The Deer Hunter,1979-02-22,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,183,8.1,299559
tt0139654,Training Day,2001-10-05,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,122,7.7,374836
tt0230600,The Others,2001-08-02,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,101,7.6,326440
tt2096673,Inside Out,2015-06-17,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",95,8.1,580601
tt1895587,Spotlight,2015-11-20,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",129,8.1,396903
tt0347149,Hauru no ugoku shiro,2004-11-20,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",119,8.2,307999
tt0181689,Minority Report,2002-06-20,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",145,7.6,491389
tt2024544,12 Years a Slave,2013-11-08,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",134,8.1,613648
tt0095016,Die Hard,1988-07-20,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,132,8.2,758182
tt0398286,Tangled,2010-11-24,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",100,7.7,390045
tt0378194,Kill Bill: Vol. 2,2004-04-16,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",137,8.0,657936
tt0314331,Love Actually,2003-11-14,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",135,7.6,411654
tt0265086,Black Hawk Down,2002-01-17,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,144,7.7,354011
tt4481414,Gifted,2017-04-12,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",101,7.6,92421
tt0091763,Platoon,1987-02-06,A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,120,8.1,368448
tt3741834,Lion,2016-11-24,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",118,8.0,201137
tt0268978,A Beautiful Mind,2002-01-04,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",135,8.2,815308
tt0783233,Atonement,2007-09-07,"Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",123,7.8,239523
tt0401792,Sin City,2005-04-01,"A movie that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption.",124,8.0,729406
tt0032138,The Wizard of Oz,1939-08-15,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,102,8.0,363320
tt3553976,Captain Fantastic,2016-07-14,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",118,7.9,176405
tt0034583,Casablanca,1943-01-23,A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,102,8.5,501880
tt2350496,The Lunchbox,2013-09-20,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,104,7.8,46750
tt0107048,Groundhog Day,1993-02-12,A weatherman finds himself inexplicably living the same day over and over again.,101,8.0,562849
tt0049730,The Searchers,1956-05-26,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,119,7.9,76973
tt1403865,True Grit,2010-12-22,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,110,7.6,299207
tt0099785,Home Alone,1990-11-16,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,103,7.6,445817
tt0117951,Trainspotting,1996-02-23,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",93,8.1,616073
tt1024648,Argo,2012-10-11,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",120,7.7,557104
tt2194499,About Time,2013-09-04,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",123,7.8,284397
tt0114709,Toy Story,1995-11-22,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,81,8.3,851148
tt0434409,V for Vendetta,2006-03-15,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",132,8.2,994937
tt0097165,Dead Poets Society,1989-06-09,English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings. -Camilo Alarcón,128,8.1,401854
tt0211915,Le fabuleux destin d'Amélie Poulain,2001-04-25,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",122,8.3,682207
tt0096438,Who Framed Roger Rabbit,1988-06-22,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,104,7.7,176050
tt1156398,Zombieland,2009-10-02,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",88,7.6,503777
tt1210166,Moneyball,2011-09-23,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,133,7.6,346635
tt0083866,E.T. the Extra-Terrestrial,1982-06-11,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,115,7.8,356407
tt3606756,Incredibles 2,2018-06-13,"The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.",118,7.6,232719
tt0070047,The Exorcist,1973-12-26,"When a 12 year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",122,8.0,349779
tt0087332,Ghostbusters,1984-06-08,Three former parapsychology professors set up shop as a unique ghost removal service.,105,7.8,342099
tt0217505,Gangs of New York,2002-12-20,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",167,7.5,391253
tt0335266,Lost in Translation,2003-10-03,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,102,7.7,395201
tt2278871,La vie d'Adèle,2013-10-09,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",180,7.7,132619
tt0065938,Kelly's Heroes,1970-06-23,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,144,7.6,43593
tt0206634,Children of Men,2006-09-22,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",109,7.9,447718
tt0117381,Primal Fear,1996-04-03,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",129,7.7,175810
tt0388795,Brokeback Mountain,2005-12-25,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",134,7.7,312907
tt0120735,"Lock, Stock and Two Smoking Barrels",1998-08-28,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",107,8.2,517198
tt5116302,Togo,2019-12-20,"The story of Togo, the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race.",113,8.1,26229
tt0317705,The Incredibles,2004-11-05,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",115,8.0,634928
tt1454468,Gravity,2013-10-03,Two astronauts work together to survive after an accident leaves them stranded in space.,91,7.7,746227
tt0405094,Das Leben der Anderen,2006-03-23,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",137,8.4,343531
tt0077651,Halloween,1978-10-27,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",91,7.8,219023
tt1255953,Incendies,2011-01-12,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,131,8.3,137439
tt0936501,Taken,2008-02-27,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",90,7.8,553419
tt0319061,Big Fish,2004-01-09,A frustrated son tries to determine the fact from fiction in his dying father's life.,125,8.0,403730
tt0365748,Shaun of the Dead,2004-04-09,A man's uneventful life is disrupted by the zombie apocalypse.,99,7.9,495903
tt2582782,Hell or High Water,2016-08-11,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,102,7.6,193103
tt0091251,Idi i smotri,1985-10-17,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",142,8.3,50398
tt2582846,The Fault in Our Stars,2014-06-04,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,126,7.7,331695
tt0108550,What's Eating Gilbert Grape,1994-01-28,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,118,7.8,206875
tt1270798,X: First Class,2011-06-01,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",131,7.7,631232
tt0266543,Finding Nemo,2003-05-30,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",100,8.1,915601
tt0289043,28 Days Later...,2002-11-01,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",113,7.6,364793
tt0106977,The Fugitive,1993-08-06,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",130,7.8,257627
tt0425112,Hot Fuzz,2007-02-16,A skilled London police officer is transferred to a small town with a dark secret.,121,7.8,447022
tt1979320,Rush,2013-09-12,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,123,8.1,415747
tt0175880,Magnolia,1999-12-25,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",188,8.0,281042
tt0119698,Mononoke-hime,1997-07-12,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",134,8.4,321291
tt2106476,Jagten,2012-10-25,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",115,8.3,262942
tt0047396,Rear Window,1954-11-15,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,112,8.4,424364
tt0112641,Casino,1995-11-22,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive, compete against each other over a gambling empire, and over a fast living and fast loving socialite.",178,8.2,442781
tt1408101,Star Trek Into Darkness,2013-05-09,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",132,7.7,455557
tt1323594,Despicable Me,2010-07-08,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",95,7.6,485575
tt0100157,Misery,1990-11-30,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",107,7.8,175496
tt0090756,Blue Velvet,1986-10-23,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",120,7.8,172787
tt0054698,Breakfast at Tiffany's,1961-10-06,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",115,7.7,160052
tt0353969,Salinui chueok,2003-05-02,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",131,8.1,121778
tt0071360,The Conversation,1974-04-12,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",113,7.8,93254
tt0075148,Rocky,1976-12-03,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,120,8.1,498792
tt0079944,Stalker,1980-04-17,A guide leads two men through an area known as the Zone to find a room that grants wishes.,162,8.2,108302
tt0454921,The Pursuit of Happyness,2006-12-15,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,117,8.0,429257
tt0103639,Aladdin,1992-11-25,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,90,8.0,356287
tt0104257,A Few Good Men,1992-12-11,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,138,7.7,225446
tt0119488,L.A. Confidential,1997-09-19,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",138,8.2,514711
tt1049413,Up,2009-05-28,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",96,8.2,897722
tt0033467,Citizen Kane,1941-06-06,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",119,8.3,382587
tt1170358,The Hobbit: The Desolation of Smaug,2013-12-11,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",161,7.8,585286
tt0086879,Amadeus,1984-09-19,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",160,8.3,355592
tt5362988,Wind River,2017-08-02,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,107,7.7,189026
tt0052357,Vertigo,1958-05-22,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,128,8.3,343650
tt0910970,WALL·E,2008-06-26,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",98,8.4,960263
tt0047296,On the Waterfront,1954-06-22,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,108,8.1,135872
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,95,8.4,434688
tt0075860,Close Encounters of the Third Kind,1977-11-25,"Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.",138,7.6,176877
tt0083944,First Blood,1982-10-22,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,93,7.7,218008
tt0198781,"Monsters, Inc.",2001-11-02,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",92,8.0,784050
tt0097757,The Little Mermaid,1989-11-17,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,83,7.6,227956
tt1187043,3 Idiots,2009-12-24,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",170,8.4,324024
tt4034228,Manchester by the Sea,2016-11-17,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,137,7.8,233039
tt0790636,Dallas Buyers Club,2013-11-22,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",117,8.0,423498
tt1899353,Serbuan maut,2012-03-22,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,101,7.6,184353
tt0071315,Chinatown,1974-06-20,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",130,8.2,281422
tt0405159,Million Dollar Baby,2005-01-14,A determined woman works with a hardened boxing trainer to become a professional.,132,8.1,614134
tt0080678,The Elephant Man,1980-10-10,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",124,8.1,210710
tt0112471,Before Sunrise,1995-01-27,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",101,8.1,255755
tt1748122,Moonrise Kingdom,2012-05-16,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",94,7.8,306549
tt0988045,Sherlock Holmes,2009-12-24,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,128,7.6,568360
tt0021884,Frankenstein,1931-11-21,An obsessed scientist assembles a living being from parts of exhumed corpses.,70,7.8,62215
tt0375679,Crash,2005-05-06,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",112,7.8,411720
tt0450259,Blood Diamond,2006-12-08,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",143,8.0,483076
tt0104691,The Last of the Mohicans,1992-08-26,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,112,7.7,143174
tt0964517,The Fighter,2010-12-15,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",116,7.8,329885
tt0258463,The Bourne Identity,2002-06-14,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",119,7.9,493278
tt0387564,Saw,2004-10-01,"Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",103,7.6,367466
tt0099348,Dances with Wolves,1990-11-21,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",181,8.0,231701
tt0416320,Match Point,2005-10-26,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",124,7.6,200167
tt1605783,Midnight in Paris,2011-05-11,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",96,7.7,372992
tt5074352,Dangal,2016-12-21,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,161,8.4,141612
tt0449059,Little Miss Sunshine,2006-08-18,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,101,7.8,426281
tt6155172,Roma,2018-11-21,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,135,7.7,129766
tt0092965,Empire of the Sun,1987-12-25,A young English boy struggles to survive under Japanese occupation during World War II.,153,7.7,111179
tt0099487,Edward Scissorhands,1990-12-14,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",105,7.9,432180
tt0361862,The Machinist,2004-11-11,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,101,7.7,345778
tt0914798,The Boy in the Striped Pyjamas,2008-09-12,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",94,7.8,182636
tt0080120,The Warriors,1979-02-01,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",92,7.6,90100
tt0099810,The Hunt for Red October,1990-03-02,"In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?",135,7.6,172129
tt0328107,Man on Fire,2004-04-23,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",146,7.7,319998
tt1182345,Moon,2009-07-10,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",97,7.9,325282
tt0108037,The Sandlot,1993-04-07,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",101,7.8,75586
tt1022603,(500) Days of Summer,2009-08-07,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",95,7.7,458754
tt0190590,"O Brother, Where Art Thou?",2000-08-30,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",107,7.7,275208
tt0119174,The Game,1997-09-12,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",129,7.8,331213
tt0082096,Das Boot,1981-09-17,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",149,8.3,222432
tt0061578,The Dirty Dozen,1967-09-21,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",150,7.8,64742
tt0325710,The Last Samurai,2003-12-05,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,154,7.7,386439
tt0058150,Goldfinger,1964-09-20,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",110,7.7,166609
tt0088846,Brazil,1985-02-20,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,132,7.9,182029
tt0071853,Monty Python and the Holy Grail,1975-05-25,"King Arthur (Graham Chapman) and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",91,8.2,484894
tt1136608,District 9,2009-08-13,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,112,7.9,624537
tt2245084,Big Hero 6,2014-10-25,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",102,7.8,394812
tt0071230,Blazing Saddles,1974-02-07,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",93,7.7,121329
tt0056172,Lawrence of Arabia,1962-12-11,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",228,8.3,256689
tt0210945,Remember the Titans,2000-09-29,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,113,7.8,191494
tt0435761,Toy Story 3,2010-06-16,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",103,8.3,729414
tt0063522,Rosemary's Baby,1968-10-17,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,137,8.0,183471
tt0101414,Beauty and the Beast,1991-11-22,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,84,8.0,406470
tt0780536,In Bruges,2008-02-29,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",107,7.9,378742
tt1250777,Kick-Ass,2010-03-26,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",117,7.6,513693
tt0245574,Y tu mamá también,2001-06-08,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",106,7.6,111915
tt0878804,The Blind Side,2009-11-20,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",129,7.6,281211
tt1305806,El secreto de sus ojos,2009-08-13,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,129,8.2,184004
tt1877832,X-Men: Days of Future Past,2014-05-20,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,132,8.0,644176
tt0126029,Shrek,2001-05-18,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",90,7.8,592587
tt0095327,Hotaru no haka,1988-04-16,A young boy and his little sister struggle to survive in Japan during World War II.,89,8.5,218264
tt0105323,Scent of a Woman,1993-01-08,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",156,8.0,247201
tt0097216,Do the Right Thing,1989-06-14,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",120,7.9,80857
tt8637428,The Farewell,2019-08-09,"A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",100,7.6,38288
tt0119822,As Good as It Gets,1997-12-25,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",139,7.7,266298
tt0061722,The Graduate,1967-12-21,A disillusioned college graduate finds himself torn between his older lover and her daughter.,106,8.0,246960
tt0289879,The Butterfly Effect,2004-01-22,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",113,7.6,438985
tt0081398,Raging Bull,1980-12-19,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",129,8.2,308230
tt0057115,The Great Escape,1963-07-04,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,172,8.2,215890
tt0151804,Office Space,1999-02-19,Three company workers who hate their jobs decide to rebel against their greedy boss.,89,7.7,235133
tt0114388,Sense and Sensibility,1995-12-13,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",136,7.6,97785
tt0072890,Dog Day Afternoon,1975-12-18,"A man robs a bank to pay for his lover's operation, which turns into a hostage situation and a media circus.",125,8.0,227561
tt0056193,Lolita,1962-06-21,A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.,153,7.6,88724
tt0265666,The Royal Tenenbaums,2002-01-04,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,110,7.6,257337
tt0485947,Mr. Nobody,2009-11-06,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",141,7.8,208412
tt0109506,The Crow,1994-05-13,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,102,7.6,161557
tt1655442,The Artist,2011-10-12,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,100,7.9,224730
tt1205489,Gran Torino,2009-01-09,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",116,8.1,698601
tt2980516,The Theory of Everything,2014-11-26,A look at the relationship between the famous physicist Stephen Hawking and his wife.,123,7.7,383920
